usgs_id,usgs_mag,event_at,solaration_year,solar_secs,lunar_secs,midnight_secs,latitude,longitude,depth
iscgem967351,6.05,1996-06-03T10:46:02Z,1996,14178554,1465191,76556,-9.332,157.479,30.0
iscgem968793,7.23,1996-06-10T15:24:58Z,1996,14800090,2086727,13035,51.368,-176.931,27.1
iscgem976679,6.18,1996-07-23T05:20:05Z,1996,18478997,651914,63115,-27.06,-177.044,31.1
iscgem984429,6.15,1996-09-05T09:47:01Z,1996,22296613,1908791,8083,-22.083,-113.079,15.0
iscgem987206,6.39,1996-09-20T00:03:19Z,1996,23557591,608161,30505,9.568,126.277,30.0
iscgem987230,6.52,1996-09-20T04:10:28Z,1996,23572420,622990,45336,9.482,126.287,30.0
iscgem987296,6.03,1996-09-20T12:24:43Z,1996,23602075,652645,75066,9.419,126.597,30.0
iscgem996901,6.07,1996-11-13T02:41:40Z,1996,28232692,167131,77955,-14.93,-75.606,27.4
iscgem1013084,6.34,1997-02-27T21:30:37Z,1997,5901884,1751061,7351,29.999,67.979,23.4
iscgem1019505,6.13,1997-04-01T18:42:14Z,1997,8742981,2050059,50698,-18.296,-69.32,105.6
iscgem1038565,6.04,1997-07-25T07:33:29Z,1997,18638856,1774423,9934,-30.537,-71.983,20.0
iscgem1057007,6.07,1997-12-06T10:59:10Z,1997,30228797,549910,78401,54.033,161.88,25.0
iscgem1066538,6.3,1998-01-27T19:55:02Z,1998,3196080,2516310,28297,-22.587,179.146,612.5
iscgem1083748,6.01,1998-03-25T13:15:01Z,1998,8096879,2317745,83175,-63.676,147.811,15.0
iscgem1167082,6.2,1998-07-17T09:09:36Z,1998,17931754,2006358,67077,-2.877,142.09,30.0
iscgem1177859,6.09,1998-08-20T14:56:40Z,1998,20890178,2423572,9470,51.681,175.294,25.0
iscgem1323109,6.7,1998-11-09T05:30:15Z,1998,27854593,1711251,50778,-7.003,129.013,30.0
iscgem1442823,6.01,1999-01-24T08:08:47Z,1999,2873539,577363,47159,-26.376,74.301,10.0
iscgem1656086,6.2,1999-09-20T18:03:45Z,1999,23558837,936089,7660,23.734,120.98,25.0
iscgem1656088,6.38,1999-09-20T18:11:54Z,1999,23559326,936578,8180,23.857,121.111,22.2
iscgem1656142,6.4,1999-09-20T21:46:41Z,1999,23572213,949465,21013,23.54,120.885,15.0
iscgem1650872,6.23,1999-11-17T11:36:36Z,1999,28546808,805414,77499,-6.07,148.766,45.0
iscgem1658007,6.41,1999-12-07T00:19:51Z,1999,30234203,2492809,50511,57.41,-154.501,48.0
iscgem1658477,6.06,1999-12-24T22:35:41Z,2000,226313,1469043,30305,-56.408,147.35,15.0
iscgem1658659,6.15,1999-12-29T22:53:57Z,2000,659409,1902139,35709,-11.184,165.301,23.2
iscgem1734700,6.06,2000-04-23T17:01:18Z,2000,10660650,1637358,46177,-28.355,-62.921,609.3
iscgem1736016,7.63,2000-06-04T16:39:48Z,2000,14288160,188751,84470,-4.635,102.012,35.0
iscgem1839657,6.38,2000-08-28T19:29:24Z,2000,21642336,2480655,14333,-4.144,127.372,20.0
iscgem1739464,6.44,2000-08-28T19:29:30Z,2000,21642342,2480661,14307,-4.199,127.239,17.0
iscgem1741044,6.02,2000-10-25T05:26:40Z,2000,26602972,2367222,79655,-34.581,-109.773,10.0
iscgem1838801,6.1,2000-11-07T01:22:51Z,2000,27711543,926690,41377,-5.447,151.693,35.0
iscgem1741688,6.73,2000-11-16T07:58:36Z,2000,28512888,1728035,65469,-4.981,153.14,30.0
iscgem1741730,6.24,2000-11-16T11:05:42Z,2000,28524114,1739261,76660,-5.374,152.994,30.0
iscgem1742036,6.74,2000-11-18T06:55:01Z,2000,28681873,1897020,61328,-5.19,151.78,45.0
iscgem1742096,6.04,2000-11-18T23:05:39Z,2000,28740111,1955258,33590,-5.484,153.549,25.0
iscgem1742134,6.05,2000-11-19T05:35:20Z,2000,28763492,1978639,56615,-5.676,152.065,30.0
iscgem1742450,6.49,2000-11-25T18:10:49Z,2000,29327221,2542368,77451,40.198,50.009,35.0
iscgem2681719,6.78,2001-01-01T08:54:32Z,2001,933426,574375,62571,6.589,127.08,35.0
iscgem1763221,6.36,2001-01-02T07:30:05Z,2001,1014759,655708,57468,6.796,126.93,35.0
iscgem1841012,6.2,2001-01-16T13:25:02Z,2001,2245656,1886605,72671,-4.192,101.538,33.8
iscgem1763500,6.16,2001-01-16T13:39:06Z,2001,2246500,1887449,73512,-4.364,101.527,29.6
iscgem1780626,6.05,2001-02-14T14:04:28Z,2001,4753622,1817858,6903,-19.468,177.646,25.0
iscgem1817574,6.18,2001-02-24T16:33:45Z,2001,5626579,115959,3571,1.645,126.444,30.0
iscgem1780666,6.28,2001-02-28T13:05:35Z,2001,5959689,449069,1546,-22.021,170.049,25.0
iscgem1833440,6.25,2001-03-19T05:56:56Z,2001,7575570,2064950,52107,-3.931,127.883,20.0
iscgem1840209,6.19,2001-04-19T20:58:28Z,2001,10308062,2230647,26551,-7.352,156.013,25.0
iscgem1893785,6.93,2001-06-23T23:10:01Z,2001,15931955,213135,65748,-16.739,-73.557,30.0
iscgem2147782,6.34,2001-10-08T18:20:39Z,2001,25159393,1842797,18107,52.656,160.286,30.0
iscgem2379162,6.3,2001-11-22T23:24:50Z,2001,29065644,665091,40650,-16.239,178.169,20.0
iscgem3630610,6.6,2002-01-03T10:17:40Z,2002,1090570,1690216,77416,-17.752,168.153,25.0
iscgem3369659,6.02,2002-09-17T11:20:24Z,2002,23299134,893405,75103,-3.378,142.831,10.0
iscgem3372419,6.02,2002-09-20T13:33:44Z,2002,23566334,1160605,81032,-1.757,134.201,15.0
iscgem3798129,6.07,2002-09-24T04:13:14Z,2002,23878304,1472575,53894,-10.561,161.254,15.0
iscgem3407138,6.25,2002-09-24T22:54:23Z,2002,23945573,1539844,34777,-10.595,161.311,15.0
iscgem3479627,6.71,2002-10-10T12:28:28Z,2002,25290418,349854,77080,-1.601,134.053,15.0
iscgem3479639,6.13,2002-10-10T12:29:37Z,2002,25290487,349923,77155,-1.543,134.078,15.0
iscgem6122051,6.28,2002-11-02T09:46:49Z,2002,27267919,2327355,58345,2.965,96.401,39.5
iscgem6616510,6.13,2003-03-17T18:55:49Z,2003,7407686,1268450,24445,51.321,177.902,35.9
iscgem6834775,6.38,2003-05-04T20:08:46Z,2003,11559263,287638,29763,-30.543,-178.183,36.0
iscgem6851121,6.33,2003-05-26T23:13:58Z,2003,13471175,2199550,26945,6.677,123.781,520.0
iscgem7066909,6.0,2003-08-21T14:12:28Z,2003,20955485,2013584,4826,-45.282,166.995,25.0
iscgem7121197,6.2,2003-09-07T13:16:04Z,2003,22420901,935382,2698,-22.493,172.225,30.0
iscgem7134581,7.35,2003-09-25T21:08:01Z,2003,24004418,2518899,24140,41.799,143.58,32.5
iscgem7137029,6.38,2003-09-27T18:52:49Z,2003,24169106,143017,2638,50.088,87.788,15.0
iscgem7218318,6.75,2003-12-26T21:26:06Z,2004,397337,301385,31452,-22.262,169.526,10.0
iscgem7218581,6.12,2003-12-27T04:55:26Z,2004,424297,328345,58416,-22.008,169.544,11.0
iscgem7219247,6.71,2003-12-27T22:38:03Z,2004,488054,392102,35877,-21.688,169.978,10.0
iscgem7219259,6.28,2003-12-27T22:55:03Z,2004,489074,393122,36850,-21.686,169.78,10.0
iscgem7225274,6.06,2004-01-03T08:09:04Z,2004,1040715,944763,70102,-22.346,169.827,15.0
iscgem7225282,6.35,2004-01-03T08:21:48Z,2004,1041479,945527,70837,-22.379,169.707,15.0
iscgem7225668,6.02,2004-01-03T16:34:30Z,2004,1071041,975089,14057,-22.459,169.948,25.8
iscgem7354797,6.13,2004-06-09T22:49:45Z,2004,14744756,1879068,29332,-51.6,139.78,15.0
iscgem7398298,7.2,2004-09-05T10:07:09Z,2004,22302200,1759395,69259,33.077,136.795,22.6
iscgem7398408,6.51,2004-09-05T14:57:32Z,2004,22319623,1776818,356,33.202,137.101,15.0
iscgem7903322,6.11,2004-10-23T09:03:12Z,2004,26445563,800096,65957,37.352,139.021,11.4
iscgem7421091,6.29,2004-10-23T09:34:06Z,2004,26447417,801950,67809,37.312,139.015,17.6
iscgem7434511,6.35,2004-11-11T17:33:10Z,2004,28117761,2472294,15732,-11.321,162.261,20.0
iscgem7434726,6.34,2004-11-11T22:49:49Z,2004,28136760,2491293,25736,-8.34,124.782,15.0
iscgem7454068,6.28,2004-12-26T10:19:31Z,2005,423474,1241429,59454,13.414,92.848,30.0
iscgem7454132,6.19,2004-12-26T11:05:00Z,2005,426203,1244158,62190,13.511,92.876,14.0
iscgem7454397,6.12,2004-12-26T15:12:21Z,2005,441044,1258999,77067,6.645,93.026,15.0
iscgem7462200,6.06,2005-01-17T10:50:33Z,2005,2326136,600463,72831,11.026,140.829,20.0
iscgem7483546,6.39,2005-03-21T12:43:11Z,2005,7776094,963169,30550,-24.666,-63.505,569.0
iscgem7486249,6.29,2005-03-28T19:02:19Z,2005,8403642,1590717,5617,0.989,97.828,30.0
iscgem7491471,6.25,2005-04-10T10:45:49Z,2005,9497052,137627,62646,-1.622,99.572,27.6
iscgem8301884,6.49,2005-04-10T11:14:19Z,2005,9498762,139337,64382,-1.821,99.68,29.0
iscgem7491672,6.13,2005-04-10T17:24:38Z,2005,9520981,161556,208,-1.583,99.709,29.4
iscgem7396318,6.07,2005-08-09T14:12:21Z,2005,19963844,385655,6508,-21.207,174.03,34.7
iscgem7702406,6.16,2005-09-29T18:23:26Z,2005,24385309,2245080,16281,-5.584,151.981,35.0
iscgem7703182,6.43,2005-10-08T10:46:29Z,2005,25135492,433115,56357,34.709,73.2,12.5
iscgem8079159,6.17,2006-01-23T20:52:32Z,2006,2859455,2050846,56500,7.069,-77.72,20.0
iscgem10697895,6.09,2006-04-20T23:28:06Z,2006,10385589,1948371,38224,60.873,167.245,24.0
iscgem10697979,6.04,2006-04-21T11:14:17Z,2006,10427960,1990742,80713,61.297,167.737,26.6
iscgem8321414,6.48,2006-04-30T21:41:00Z,2006,11243163,266227,61018,-27.26,-71.011,25.9
iscgem10698260,6.16,2006-05-03T17:56:24Z,2006,11488887,511951,22783,-20.554,-174.172,15.0
iscgem11121854,6.55,2006-10-01T09:06:01Z,2006,24503464,768057,69551,46.366,153.294,20.0
iscgem11122135,6.05,2006-10-15T17:14:12Z,2006,25742355,2006948,24595,20.1,-156.073,25.0
iscgem11122426,6.2,2006-11-12T18:21:29Z,2006,28165592,1861645,15957,-6.228,151.117,40.0
iscgem11122458,6.14,2006-11-15T11:25:09Z,2006,28399812,2095865,77784,47.19,152.815,20.0
iscgem11123555,6.91,2006-12-26T12:34:14Z,2007,389528,513207,74196,21.984,120.594,10.0
iscgem10391623,6.48,2007-01-21T11:54:13Z,2007,2633527,201211,73082,0.942,125.957,20.0
iscgem10391652,6.18,2007-01-21T17:32:54Z,2007,2653848,221532,7101,1.055,126.364,20.0
iscgem11691369,6.29,2007-03-06T05:49:26Z,2007,6413240,1431307,45082,-0.528,100.487,19.4
iscgem11698818,6.01,2007-03-17T22:43:08Z,2007,7424462,2442529,62947,4.577,-78.508,10.0
iscgem11703330,6.9,2007-03-25T01:08:19Z,2007,8037973,512745,44764,-20.774,169.439,35.0
iscgem11912531,6.88,2007-04-01T21:11:35Z,2007,8714969,1189741,27299,-7.382,155.852,20.0
iscgem11912538,6.1,2007-04-01T21:15:24Z,2007,8715198,1189970,27493,-7.368,155.707,20.0
iscgem11912698,6.36,2007-04-01T22:57:24Z,2007,8721318,1196090,33726,-7.452,156.179,20.0
iscgem11913266,6.0,2007-04-02T10:49:17Z,2007,8764031,1238803,76440,-7.274,156.182,34.0
iscgem11913322,6.22,2007-04-02T12:02:23Z,2007,8768417,1243189,81173,-8.658,157.627,13.9
iscgem11913856,6.24,2007-04-02T23:20:22Z,2007,8809096,1283868,35427,-8.633,157.524,13.4
iscgem11914816,6.18,2007-04-03T20:26:10Z,2007,8885044,1359816,27715,-20.626,168.939,15.0
iscgem11915447,6.2,2007-04-04T11:00:28Z,2007,8937502,1412274,80176,-20.761,168.952,15.0
iscgem11929614,6.14,2007-04-20T00:26:41Z,2007,10281875,219040,31667,25.612,125.275,15.0
iscgem12649609,6.05,2007-05-06T22:01:09Z,2007,11741943,1679108,36253,-19.365,-179.235,690.4
iscgem13198736,6.09,2007-07-18T00:07:36Z,2007,17970330,302628,44234,-26.252,-177.594,15.0
iscgem12955969,6.05,2007-09-02T02:34:11Z,2007,21953525,1740699,49059,-11.867,165.87,30.0
iscgem12955967,6.27,2007-09-02T02:35:22Z,2007,21953596,1740770,49104,-11.747,165.761,30.0
iscgem12961988,6.08,2007-09-12T14:40:07Z,2007,22861081,93352,77145,-3.222,101.41,55.9
iscgem13203372,6.35,2007-09-13T01:26:36Z,2007,22899870,132141,29130,-1.978,99.727,35.0
iscgem12963412,6.0,2007-09-13T02:51:33Z,2007,22904967,137238,34229,-2.027,99.734,31.0
iscgem12964240,6.26,2007-09-14T06:03:16Z,2007,23002870,235141,46026,-4.416,100.959,22.5
iscgem12972650,6.13,2007-09-27T19:57:45Z,2007,24176139,1408410,26103,-21.262,169.326,17.5
iscgem12973964,6.29,2007-09-28T01:01:50Z,2007,24194384,1426655,44356,-21.286,169.361,17.5
iscgem13204359,6.61,2007-09-30T09:47:51Z,2007,24398745,1631016,74656,-49.282,164.108,10.0
iscgem13233813,6.2,2007-10-02T18:03:53Z,2007,24601307,1833578,26226,54.462,-161.696,32.0
iscgem13242885,6.08,2007-10-15T21:28:24Z,2007,25736778,404864,31128,-44.791,167.604,20.0
iscgem13266211,6.06,2007-11-14T17:44:02Z,2007,28315316,412857,46905,-23.226,-70.572,28.9
iscgem13266835,6.34,2007-11-15T15:03:08Z,2007,28392062,489603,37279,-22.89,-70.456,27.0
iscgem13274061,6.46,2007-11-25T16:02:16Z,2007,29259610,1357151,86153,-8.295,118.406,20.0
iscgem13292587,6.31,2007-12-19T09:44:20Z,2007,31310534,835435,78472,51.091,-179.12,35.0
iscgem13328213,6.43,2008-01-05T11:44:49Z,2008,1229820,2311464,10940,51.131,-130.621,15.0
iscgem13339366,6.03,2008-01-22T07:55:51Z,2008,2684882,1196320,72899,-15.274,-175.22,25.0
iscgem13214085,6.55,2008-02-14T12:08:56Z,2008,4687267,635065,48998,36.37,21.929,38.0
iscgem12942339,6.5,2008-02-24T14:46:23Z,2008,5560714,1508512,77171,-2.412,99.951,35.0
iscgem12942348,6.61,2008-02-25T18:06:05Z,2008,5659096,1606894,2740,-2.324,99.896,32.0
iscgem12942346,6.72,2008-02-25T21:02:18Z,2008,5669669,1617467,13292,-2.273,99.809,30.0
iscgem13487101,6.34,2008-03-12T11:36:56Z,2008,7018147,411762,81930,-16.577,167.143,15.0
iscgem13493106,6.14,2008-03-20T23:12:01Z,2008,7751052,1144667,16641,35.437,81.336,16.3
iscgem13376059,6.33,2008-04-09T11:13:20Z,2008,9435931,285482,80930,-20.166,168.876,30.0
iscgem13376060,6.3,2008-04-09T11:23:39Z,2008,9436550,286101,81567,-20.279,168.951,28.5
iscgem10869573,6.44,2008-04-09T13:03:06Z,2008,9442517,292068,1133,-20.292,168.949,35.4
iscgem10825615,6.3,2008-04-09T14:47:50Z,2008,9448801,298352,7404,-20.078,168.895,35.4
iscgem13225160,6.45,2008-04-15T22:59:53Z,2008,9996724,846275,39757,51.826,-179.32,22.5
iscgem12948710,6.04,2008-04-28T20:26:49Z,2008,11110740,1960291,27775,-20.176,169.025,9.6
iscgem13227629,6.19,2008-05-07T16:02:04Z,2008,11872455,186230,5316,36.186,141.634,33.0
iscgem13227636,6.07,2008-05-07T16:16:37Z,2008,11873328,187103,6217,36.195,141.754,33.5
iscgem12893949,6.09,2008-05-12T11:11:02Z,2008,12286993,600768,65132,31.218,103.627,10.0
iscgem12951470,6.19,2008-07-19T11:01:21Z,2008,18161612,1413765,79194,-11.114,164.641,35.0
iscgem11160944,6.32,2008-08-09T16:36:41Z,2008,19996132,714247,10345,-60.771,153.937,25.0
iscgem11653113,6.04,2008-08-28T15:22:19Z,2008,21633270,2351385,51121,-0.076,-17.576,10.0
iscgem13396080,6.11,2008-10-05T16:11:09Z,2008,24919400,547134,75980,39.492,73.799,25.0
iscgem13398457,6.41,2008-10-28T23:09:57Z,2008,26931728,2559462,13179,30.558,67.425,15.0
iscgem11453307,6.19,2008-11-16T17:34:39Z,2008,28553210,1621247,6187,1.32,122.118,40.0
iscgem12074512,6.25,2008-11-22T16:11:49Z,2008,29066640,2134677,82620,-4.487,101.296,27.6
iscgem11526871,6.01,2009-01-03T21:49:31Z,2009,1158345,638827,24079,-0.35,132.953,35.0
iscgem13989020,7.37,2009-01-03T22:33:42Z,2009,1160996,641478,26823,-0.696,133.338,35.0
iscgem13404587,6.1,2009-01-04T00:00:38Z,2009,1166212,646694,32030,-0.704,133.302,38.1
iscgem12790413,6.01,2009-01-19T03:46:34Z,2009,2475768,1956250,54598,-22.507,170.853,15.0
iscgem14189427,6.03,2009-02-12T03:49:39Z,2009,4549553,1454062,44170,3.955,126.632,26.0
iscgem12700271,6.25,2009-02-12T13:15:06Z,2009,4583480,1487989,78093,4.025,126.615,27.0
iscgem13583512,6.13,2009-08-17T10:10:56Z,2009,20642830,2273780,66325,23.452,123.623,20.0
iscgem13908747,7.62,2009-10-07T22:03:15Z,2009,25091969,1653536,32938,-13.037,166.431,37.1
iscgem17141773,6.81,2009-10-07T22:50:15Z,2009,25094789,1656356,35686,-12.747,166.133,20.0
iscgem17141789,7.42,2009-10-07T23:13:50Z,2009,25096204,1657771,37166,-13.11,166.403,40.5
iscgem13825957,6.24,2009-10-07T23:48:53Z,2009,25098307,1659874,39278,-13.565,166.441,44.6
iscgem13825958,6.45,2009-10-07T23:54:17Z,2009,25098631,1660198,39576,-13.287,166.331,40.0
iscgem13908769,6.42,2009-10-08T08:34:36Z,2009,25129850,1691417,70864,-12.303,166.617,40.0
iscgem17141955,6.06,2009-10-08T10:11:06Z,2009,25135640,1697207,76488,-11.342,165.929,37.6
iscgem15928391,6.4,2009-10-13T20:21:53Z,2009,25604287,2165854,33189,52.486,-167.186,17.4
iscgem13979301,6.17,2009-11-24T13:04:23Z,2009,29206837,669039,5331,-20.689,-173.884,10.0
iscgem16883396,6.64,2010-01-03T21:48:05Z,2010,1137677,1590359,29887,-8.774,157.511,20.0
iscgem16843157,6.02,2010-01-05T13:11:41Z,2010,1279493,1732175,85405,-8.984,157.937,20.0
iscgem14226222,6.0,2010-01-12T22:00:41Z,2010,1916033,2368715,61771,18.353,-72.795,9.4
iscgem14357772,6.13,2010-02-27T07:12:26Z,2010,5837138,1138867,8664,-33.875,-72.011,25.0
iscgem14342359,6.23,2010-02-27T07:37:17Z,2010,5838629,1140358,9942,-36.898,-72.899,35.0
iscgem14869030,6.32,2010-02-27T08:25:27Z,2010,5841519,1143248,12933,-34.789,-72.476,25.0
iscgem14344848,6.16,2010-02-27T17:24:30Z,2010,5873862,1175591,45116,-36.451,-73.144,20.0
iscgem14374363,6.14,2010-03-05T09:19:36Z,2010,6363168,1664897,15999,-36.66,-73.238,30.0
iscgem14554049,6.86,2010-03-11T14:39:45Z,2010,6900777,2202506,35513,-34.346,-71.969,20.0
iscgem14400687,6.16,2010-03-11T15:06:00Z,2010,6902352,2204081,37061,-34.469,-72.082,20.0
iscgem14410557,6.2,2010-03-15T11:08:29Z,2010,7233701,2535430,22502,-35.85,-73.365,15.0
iscgem14573100,6.07,2010-04-14T01:25:16Z,2010,9790708,2521450,28264,33.178,96.454,15.0
iscgem14628620,6.36,2010-04-30T23:16:28Z,2010,11251780,1421253,41162,60.476,-177.609,15.0
iscgem14759693,6.11,2010-05-27T20:48:00Z,2010,13575672,1194216,28517,-13.663,166.822,35.0
iscgem14772608,6.24,2010-06-16T03:06:03Z,2010,15239955,316288,43964,-2.388,136.671,15.9
iscgem14772616,6.56,2010-06-16T03:58:09Z,2010,15243081,319414,47071,-2.345,136.593,15.0
iscgem600183412,6.93,2010-07-18T13:04:10Z,2010,18040642,581022,83177,-5.97,150.53,35.0
iscgem15638869,6.03,2010-07-18T19:48:05Z,2010,18064877,605257,30578,52.815,-169.616,15.0
iscgem15008002,7.31,2010-07-23T22:08:10Z,2010,18505282,1045662,22925,6.716,123.48,605.0
iscgem15640291,7.45,2010-07-23T23:15:10Z,2010,18509302,1049682,26903,6.748,123.308,647.0
iscgem15009694,6.57,2010-07-24T05:35:01Z,2010,18532093,1072473,49758,6.191,123.573,565.5
iscgem15083827,6.11,2010-08-14T07:30:18Z,2010,20353410,361328,60993,12.32,141.566,20.0
iscgem16143362,6.33,2010-08-14T23:01:04Z,2010,20409256,417174,30426,12.205,141.511,20.0
iscgem15214222,6.6,2010-09-29T17:10:52Z,2010,24362644,1838462,7561,-4.954,133.791,20.0
iscgem600190237,6.01,2010-10-08T03:49:10Z,2010,25092142,32681,58103,51.43,-175.198,30.0
iscgem15265938,6.27,2010-10-25T19:37:29Z,2010,26617841,1558380,8327,-3.04,100.328,20.0
iscgem15917521,6.19,2011-01-09T17:21:52Z,2011,1619004,461955,16487,-19.332,168.233,20.0
iscgem16020160,6.51,2011-02-10T14:42:00Z,2011,4374212,648680,82452,4.056,123.05,537.0
iscgem16293283,6.18,2011-03-09T04:37:02Z,2011,6670714,373869,50968,38.661,143.11,22.5
iscgem602442182,6.07,2011-03-09T18:16:17Z,2011,6719869,423024,13625,38.27,142.702,33.8
iscgem16337993,6.47,2011-03-09T21:24:03Z,2011,6731135,434290,24934,38.233,142.882,25.0
iscgem602653817,6.47,2011-03-11T05:54:31Z,2011,6848163,551318,55189,37.569,141.325,35.0
iscgem16304069,6.7,2011-03-11T06:07:20Z,2011,6848932,552087,56113,36.393,141.974,31.4
iscgem16404863,6.04,2011-03-11T06:11:15Z,2011,6849167,552322,56292,36.148,141.741,25.0
iscgem603049301,6.23,2011-03-11T06:12:34Z,2011,6849246,552401,57006,37.87,144.384,15.0
iscgem16404868,6.42,2011-03-11T06:21:29Z,2011,6849781,552936,57193,38.298,142.936,25.0
iscgem602653717,6.42,2011-03-11T06:29:12Z,2011,6850244,553399,57966,37.857,144.228,15.0
iscgem602653706,6.08,2011-03-11T06:33:03Z,2011,6850475,553630,57652,36.618,141.956,25.0
iscgem16476201,6.35,2011-03-11T06:48:47Z,2011,6851419,554574,58789,37.975,142.762,25.0
iscgem602654495,6.21,2011-03-11T06:57:14Z,2011,6851926,555081,58877,35.742,141.014,35.0
iscgem602653669,6.05,2011-03-11T07:13:45Z,2011,6852917,556072,60151,36.06,142.193,15.0
iscgem17193702,6.29,2011-03-11T07:25:33Z,2011,6853625,556780,61440,37.991,144.613,15.0
iscgem16407475,6.09,2011-03-11T07:30:15Z,2011,6853907,557062,60923,37.363,141.284,30.0
iscgem602653450,6.23,2011-03-11T08:27:49Z,2011,6857361,560516,64731,38.022,142.762,25.0
iscgem16304942,6.2,2011-03-11T08:31:08Z,2011,6857560,560715,64578,37.457,141.293,33.0
iscgem16403906,6.09,2011-03-11T08:33:00Z,2011,6857672,560827,65107,39.162,143.031,25.0
iscgem600539099,6.05,2011-03-11T08:40:55Z,2011,6858147,561302,65135,37.409,141.169,34.2
iscgem17193757,6.27,2011-03-11T10:10:34Z,2011,6863526,566681,70863,39.23,142.621,25.0
iscgem17193828,6.0,2011-03-11T12:12:53Z,2011,6870865,574020,78198,38.081,142.605,30.0
iscgem16304982,6.04,2011-03-11T13:16:48Z,2011,6874700,577855,81843,36.41,141.816,30.0
iscgem16305002,6.35,2011-03-11T15:13:15Z,2011,6881687,584842,2451,35.982,141.903,25.0
iscgem16461336,6.02,2011-03-11T15:20:04Z,2011,6882096,585251,2871,36.367,141.947,25.0
iscgem17194026,6.05,2011-03-11T18:11:25Z,2011,6892377,595532,13197,37.204,142.134,25.0
iscgem602653178,6.25,2011-03-11T19:02:58Z,2011,6895470,598625,16510,39.316,143.051,26.5
iscgem16308469,6.12,2011-03-11T20:11:24Z,2011,6899576,602731,20552,39.011,142.786,20.0
iscgem602707301,6.49,2011-03-12T01:47:14Z,2011,6919726,622881,40700,37.607,142.777,15.0
iscgem16310815,6.18,2011-03-12T13:15:42Z,2011,6961034,664189,81652,37.24,141.293,47.4
iscgem17111107,6.55,2011-08-20T17:13:06Z,2011,20885678,1809197,15937,-18.319,168.133,30.0
iscgem603237745,7.05,2011-08-20T18:19:24Z,2011,20889656,1813175,19940,-18.306,168.236,30.0
iscgem603334859,6.05,2011-09-16T21:08:05Z,2011,23232577,1620239,24034,40.249,143.123,25.0
iscgem603415106,6.09,2012-02-03T03:46:21Z,2012,3708978,936423,53736,-17.374,167.316,10.0
iscgem600322439,6.04,2012-02-06T10:10:19Z,2012,3991216,1218661,66171,9.904,123.134,10.0
iscgem605114231,6.12,2012-03-14T10:49:24Z,2012,7190361,1858488,73727,40.806,144.849,10.0
iscgem600862032,6.09,2012-04-12T07:06:00Z,2012,9682557,1787333,84828,28.871,-113.05,10.0
iscgem601106261,6.03,2012-04-21T01:25:13Z,2012,10439710,2544486,37336,-1.681,134.266,25.0
iscgem601096643,6.29,2012-06-04T03:15:24Z,2012,14247921,1222102,78310,5.461,-82.561,10.0
iscgem604846898,6.35,2012-08-11T12:34:35Z,2012,20156672,2016633,56499,38.387,46.769,10.0
iscgem601857803,6.37,2012-10-28T18:54:21Z,2012,26918658,1147910,36230,52.543,-132.631,15.0
iscgem602005586,7.19,2012-12-07T08:18:22Z,2012,30336499,2023822,64489,37.839,144.116,30.0
iscgem602005588,6.2,2012-12-07T08:31:14Z,2012,30337271,2024594,65196,37.975,143.844,30.0
iscgem602401006,6.06,2013-01-30T23:03:45Z,2013,3498728,1653608,36571,-10.601,166.443,20.0
iscgem602386888,6.35,2013-02-01T22:18:33Z,2013,3668816,1823696,33627,-11.133,165.479,14.4
iscgem602419445,6.01,2013-02-06T00:07:23Z,2013,4020946,2175826,40127,-10.801,165.351,20.0
iscgem602419455,7.09,2013-02-06T01:23:21Z,2013,4025504,2180384,44582,-11.22,164.921,20.0
iscgem606935895,6.98,2013-02-06T01:54:15Z,2013,4027358,2182238,46643,-10.496,165.787,14.1
iscgem602563665,6.1,2013-02-06T06:35:19Z,2013,4044222,2199102,63220,-10.807,164.589,12.7
iscgem602426976,6.73,2013-02-07T18:59:16Z,2013,4175259,2330139,21726,-10.995,165.712,15.2
iscgem602428508,6.84,2013-02-08T11:12:12Z,2013,4233635,2388515,80176,-10.865,166.02,12.2
iscgem602566720,6.37,2013-03-01T12:53:52Z,2013,6054135,1661625,84260,50.907,157.619,44.4
iscgem602566723,6.54,2013-03-01T13:20:50Z,2013,6055753,1663243,85878,50.847,157.62,41.1
iscgem602871480,6.06,2013-04-20T13:12:52Z,2013,10375275,877054,85333,50.017,157.341,35.0
iscgem602987347,6.0,2013-05-21T01:55:08Z,2013,13013011,955604,45453,52.414,160.605,35.0
iscgem608588145,6.01,2013-08-31T06:38:38Z,2013,21842821,2105275,68330,51.31,-174.95,30.0
iscgem608607254,6.0,2013-09-04T00:23:11Z,2013,22165894,2428348,56529,51.189,-130.262,10.0
iscgem608607284,6.04,2013-09-04T06:27:04Z,2013,22187727,2450181,67677,51.537,-174.78,26.3
iscgem604162382,6.38,2014-03-17T05:11:35Z,2014,7387234,1372315,1694,-20.033,-70.838,17.8
iscgem607727143,7.0,2014-04-01T23:57:59Z,2014,8750818,191598,69235,-19.99,-71.018,25.0
iscgem604399088,6.59,2014-04-03T01:58:32Z,2014,8844451,285231,76592,-20.328,-70.5,33.7
iscgem604399530,6.5,2014-04-03T05:26:16Z,2014,8856915,297695,2659,-20.756,-70.491,32.2
iscgem604425796,6.23,2014-04-04T01:37:51Z,2014,8929610,370390,75344,-20.59,-70.533,19.5
iscgem604513889,6.49,2014-04-11T08:16:49Z,2014,9558348,999128,67010,-6.842,155.008,50.0
