usgs_id,usgs_mag,event_at,solaration_year,solar_secs,lunar_secs,midnight_secs,latitude,longitude,depth
iscgem726399,6.18,1975-07-20T23:05:21Z,1975,18205764,1018513,33853,-6.604,154.717,56.1
iscgem726408,6.45,1975-07-21T02:04:02Z,1975,18216485,1029234,44718,-6.834,155.32,57.8
iscgem726410,6.76,1975-07-21T02:38:57Z,1975,18218580,1031329,46824,-6.833,155.365,51.6
iscgem726780,6.02,1975-07-30T09:20:46Z,1975,19020289,1833038,63362,-9.979,123.82,35.0
iscgem724554,6.11,1975-09-30T18:17:51Z,1975,24409314,2156349,3976,-4.982,102.107,33.2
iscgem722508,6.45,1975-10-03T17:31:34Z,1975,24665737,2412772,79043,30.395,66.455,10.0
iscgem723130,6.27,1975-10-21T17:12:24Z,1975,26219787,1432147,4731,11.665,121.615,19.5
iscgem723168,6.15,1975-10-22T15:59:47Z,1975,26301830,1514190,401,11.602,121.729,11.6
iscgem718677,6.13,1976-01-06T21:08:21Z,1976,1329767,455299,27925,51.54,159.267,30.2
iscgem719016,6.24,1976-01-14T17:48:39Z,1976,2008985,1134517,21662,-29.543,-176.905,25.0
iscgem719068,6.13,1976-01-15T06:06:46Z,1976,2053272,1178804,65962,-30.07,-176.85,15.0
iscgem719069,6.36,1976-01-15T06:28:18Z,1976,2054564,1180096,67261,-30.04,-176.823,15.0
iscgem719468,6.05,1976-01-22T09:00:55Z,1976,2668521,1794053,68290,44.28,149.313,36.5
iscgem715208,6.11,1976-04-08T02:59:03Z,1976,9299609,726667,26053,40.204,63.794,10.0
iscgem714811,6.63,1976-05-29T14:00:22Z,1976,13745688,44016,74106,24.554,98.684,11.1
iscgem713088,6.09,1976-06-25T19:32:36Z,1976,16098422,2396750,17496,-4.354,139.752,15.0
iscgem711023,6.75,1976-07-11T16:54:33Z,1976,17471339,1217076,42100,7.51,-78.223,10.8
iscgem711742,6.4,1976-07-27T23:17:31Z,1976,18876717,77927,25727,39.306,117.817,15.8
iscgem711773,6.97,1976-07-28T10:45:36Z,1976,18918002,119212,67156,39.724,118.42,19.8
iscgem701334,6.1,1977-03-19T19:35:08Z,1977,7610400,3750,13488,16.922,122.42,25.9
iscgem701450,6.11,1977-03-21T22:42:05Z,1977,7794417,187767,8886,27.607,56.506,15.2
iscgem701567,6.09,1977-03-23T17:10:22Z,1977,7947314,340664,19128,-14.756,-177.893,11.0
iscgem700050,6.79,1977-04-20T23:13:08Z,1977,10388280,218262,35704,-9.822,160.486,11.0
iscgem700053,7.24,1977-04-20T23:42:52Z,1977,10390064,220046,37461,-9.958,160.371,16.3
iscgem700054,7.07,1977-04-20T23:49:16Z,1977,10390448,220430,37967,-9.854,160.882,30.0
iscgem700097,6.08,1977-04-21T07:18:50Z,1977,10417422,247404,64928,-10.202,160.826,20.0
iscgem694740,6.17,1977-08-19T06:43:28Z,1977,20783300,378747,52632,-10.911,118.434,15.0
iscgem694761,6.03,1977-08-19T13:23:36Z,1977,20807308,402755,76801,-10.911,119.108,17.9
iscgem694795,6.07,1977-08-20T02:46:13Z,1977,20855465,450912,75519,16.657,-86.893,12.0
iscgem694802,6.01,1977-08-20T04:20:28Z,1977,20861120,456567,43991,-11.243,118.182,13.5
iscgem694812,6.29,1977-08-20T09:21:50Z,1977,20879202,474649,62286,-11.188,119.07,20.0
iscgem694840,6.59,1977-08-20T19:16:32Z,1977,20914884,510331,11567,-11.104,119.064,19.0
iscgem695103,6.01,1977-08-26T08:26:36Z,1977,21394288,989735,58992,-10.865,119.151,20.0
iscgem692799,6.59,1977-09-04T15:40:56Z,1977,22197948,1793395,12885,51.12,178.458,15.3
iscgem692810,6.64,1977-09-04T17:24:46Z,1977,22204178,1799625,19003,51.066,177.991,19.2
iscgem691494,6.01,1977-10-07T04:45:44Z,1977,25009836,2056977,45296,-10.039,117.303,30.3
iscgem690744,6.36,1977-11-23T09:34:59Z,1977,29087991,1045536,18281,-31.195,-67.577,20.0
iscgem690809,6.02,1977-11-24T02:02:32Z,1977,29147244,1104789,77499,-31.581,-67.724,20.0
iscgem689448,6.08,1977-12-23T21:02:10Z,1978,164341,1135766,23723,39.126,143.307,28.6
iscgem687787,6.21,1978-01-15T06:56:35Z,1978,2100806,529012,68803,-30.19,-177.469,15.0
iscgem686285,6.04,1978-02-10T00:56:19Z,1978,4325590,208939,47217,-30.653,-177.343,10.0
iscgem686312,6.17,1978-02-10T19:32:35Z,1978,4392566,275915,27822,-30.123,-177.222,15.0
iscgem686318,6.26,1978-02-11T00:05:21Z,1978,4408932,292281,44225,-30.154,-177.069,10.0
iscgem686807,6.19,1978-02-21T07:47:21Z,1978,5300652,1184001,58084,-5.062,125.181,520.0
iscgem685204,6.02,1978-03-20T15:42:45Z,1978,7661976,997592,49393,0.794,-29.885,11.7
iscgem685258,6.63,1978-03-22T00:50:34Z,1978,7781245,1116861,38800,44.006,149.026,36.3
iscgem685303,6.38,1978-03-22T21:34:35Z,1978,7855886,1191502,27047,44.136,149.05,36.6
iscgem685313,7.03,1978-03-23T00:31:02Z,1978,7866473,1202089,37604,44.286,148.926,28.2
iscgem685325,6.54,1978-03-23T01:49:36Z,1978,7871187,1206803,42326,43.853,148.962,38.0
iscgem685333,6.23,1978-03-23T02:37:00Z,1978,7874031,1209647,45121,44.1,148.757,33.2
iscgem685419,6.5,1978-03-23T19:12:26Z,1978,7933757,1269373,18679,44.396,149.724,39.6
iscgem685519,6.31,1978-03-24T22:08:57Z,1978,8030748,1366364,29084,44.026,148.947,25.7
iscgem680865,6.6,1978-06-14T13:34:05Z,1978,15084656,757957,78213,8.273,122.369,28.3
iscgem681392,6.05,1978-06-24T09:35:18Z,1978,15934329,1607630,59049,-5.143,102.214,30.0
iscgem673505,6.97,1978-11-04T22:29:25Z,1978,27471976,354173,33485,-11.382,162.167,33.6
iscgem673507,6.1,1978-11-04T22:51:55Z,1978,27473326,355523,34831,-11.189,162.154,30.0
iscgem659314,6.01,1979-09-23T22:43:41Z,1979,23822563,219426,69737,-60.543,-50.352,16.8
iscgem657738,6.08,1979-10-23T08:19:05Z,1979,26362687,194162,68665,-10.678,161.335,54.0
iscgem657965,6.79,1979-10-27T21:43:24Z,1979,26756546,588021,56423,13.78,-90.756,45.5
iscgem651665,6.05,1980-02-23T22:38:52Z,1980,5484546,654479,30402,43.271,146.959,30.0
iscgem651898,6.06,1980-02-27T21:21:54Z,1980,5825528,995461,26556,-6.16,150.176,43.0
iscgem651899,6.43,1980-02-27T21:35:19Z,1980,5826333,996266,27385,-6.129,150.276,35.0
iscgem649194,6.31,1980-03-08T14:29:53Z,1980,6664807,1834740,6958,-22.745,171.522,10.0
iscgem643883,6.1,1980-06-19T06:40:42Z,1980,15535856,554544,54453,9.618,126.713,21.7
iscgem643912,6.02,1980-06-19T15:29:36Z,1980,15567590,586278,86144,9.416,126.535,17.5
iscgem641478,6.01,1980-07-09T02:35:53Z,1980,17249167,2267855,14778,39.191,22.605,32.8
iscgem641556,6.57,1980-07-09T20:56:57Z,1980,17315231,2333919,28876,-12.83,166.08,46.3
iscgem641557,6.53,1980-07-09T21:04:18Z,1980,17315672,2334360,29363,-12.725,166.273,21.4
iscgem636874,6.17,1980-10-10T15:39:12Z,1980,25331366,132574,56725,36.273,1.557,11.5
iscgem637645,7.08,1980-10-25T07:00:09Z,1980,26596223,1397431,66009,-22.16,170.001,25.0
iscgem632850,6.35,1981-01-18T18:11:30Z,1981,2423725,1075649,13398,38.669,142.951,39.3
iscgem632906,6.01,1981-01-19T22:12:40Z,1981,2524595,1176519,28606,-3.447,146.028,15.0
iscgem631819,6.32,1981-02-25T02:35:52Z,1981,5650787,1743726,14908,38.113,23.153,15.0
iscgem626280,6.43,1981-05-06T21:36:05Z,1981,11767200,235014,58312,-1.987,-81.057,15.0
iscgem605356,6.44,1982-01-11T06:49:20Z,1982,1756728,1370359,54405,14.008,124.356,30.7
iscgem605922,6.12,1982-01-20T07:09:18Z,1982,2535526,2149157,48291,7.36,93.889,18.3
iscgem603136,6.02,1982-03-27T18:40:48Z,1982,8279416,202999,19999,-11.124,163.132,29.3
iscgem596720,6.88,1982-06-07T10:59:39Z,1982,14472547,1318760,15957,16.457,-98.425,19.1
iscgem595882,6.04,1982-07-23T17:54:02Z,1982,18471810,255444,12096,36.108,141.895,25.9
iscgem591477,6.21,1982-09-04T02:08:09Z,1982,22130257,1380197,52608,-15.433,-172.838,26.1
iscgem587111,6.07,1982-12-20T01:30:32Z,1982,31372800,403948,49703,-23.917,-175.538,30.0
iscgem587149,6.24,1982-12-20T17:45:29Z,1982,31431297,462445,21739,-23.691,-175.793,30.0
iscgem587150,6.12,1982-12-20T17:46:09Z,1982,31431337,462485,21746,-23.589,-175.933,29.1
iscgem585419,6.0,1983-01-22T01:27:44Z,1983,2666975,677997,29972,-6.721,102.951,25.9
iscgem580514,6.05,1983-03-12T00:53:44Z,1983,6898535,2334114,33927,-4.042,127.933,51.0
iscgem566969,6.38,1983-10-22T05:53:21Z,1983,26270112,1363062,15192,-60.553,-25.041,7.8
iscgem566992,6.45,1983-10-22T13:07:39Z,1983,26296170,1389120,41118,-60.789,-25.589,27.1
iscgem564466,6.16,1983-11-07T08:42:29Z,1983,27662660,210081,62126,1.252,128.24,32.3
iscgem563324,6.06,1983-12-20T18:46:35Z,1983,31414106,1405244,16015,-2.481,145.086,21.1
iscgem563412,6.24,1983-12-21T23:32:14Z,1983,31517645,1508783,34794,-5.441,151.917,45.5
iscgem558710,6.39,1984-02-08T00:39:54Z,1984,4111799,521609,40886,-9.814,160.387,40.0
iscgem553762,6.16,1984-05-26T02:44:50Z,1984,13450495,2156372,63763,-54.805,-135.531,15.0
iscgem539582,6.11,1984-11-21T18:17:53Z,1984,28972078,2441384,20544,-14.488,171.13,25.0
iscgem534753,6.1,1985-01-17T21:44:14Z,1985,2352085,2282257,25872,-3.746,141.744,40.0
iscgem528899,6.39,1985-03-01T17:11:19Z,1985,6050910,858517,4185,-2.036,119.61,20.0
iscgem529091,6.02,1985-03-04T00:11:45Z,1985,6248936,1056543,69910,-32.947,-71.648,25.9
iscgem529093,7.36,1985-03-04T00:32:22Z,1985,6250173,1057780,71133,-33.18,-71.707,35.0
iscgem529111,6.57,1985-03-04T03:32:51Z,1985,6261002,1068609,81887,-32.995,-72.02,35.0
iscgem529115,6.31,1985-03-04T06:06:57Z,1985,6270248,1077855,4711,-33.893,-72.112,30.0
iscgem529154,6.3,1985-03-04T15:01:09Z,1985,6302300,1109907,36936,-33.79,-71.391,55.0
iscgem529166,6.13,1985-03-04T19:03:09Z,1985,6316820,1124427,51400,-32.818,-71.624,35.0
iscgem523338,6.36,1985-06-23T19:49:53Z,1985,15910024,460316,24310,-10.976,163.822,10.0
iscgem515791,6.28,1985-09-15T01:29:25Z,1985,23101596,22170,38045,-4.178,136.167,10.0
iscgem511073,6.01,1985-11-17T14:20:57Z,1985,28591088,432036,83915,-1.724,134.409,25.7
iscgem511978,6.92,1985-11-28T02:25:42Z,1985,29498573,1339521,48649,-14.015,166.283,20.0
iscgem508902,6.51,1985-12-21T02:46:33Z,1985,31487024,784327,50004,-14.071,166.716,25.0
iscgem508936,6.25,1985-12-21T10:01:59Z,1985,31513150,810453,76110,-14.073,166.633,25.0
iscgem494924,6.23,1986-05-07T20:43:34Z,1986,11831755,2471726,32645,51.422,-174.873,32.2
iscgem494957,6.02,1986-05-07T23:36:19Z,1986,11842120,2482091,43229,51.404,-173.959,30.0
iscgem495020,6.41,1986-05-08T05:37:23Z,1986,11863784,2503755,64553,51.378,-175.378,28.3
iscgem490401,6.12,1986-07-10T01:29:38Z,1986,17292119,246888,35713,1.911,126.399,43.3
iscgem488657,6.22,1986-08-15T07:40:45Z,1986,20424786,824700,58008,1.925,126.514,29.1
iscgem488763,6.03,1986-08-16T21:08:29Z,1986,20559650,959564,20071,1.827,126.509,30.2
iscgem488817,6.29,1986-08-17T15:31:21Z,1986,20625822,1025736,86371,2.13,127.043,44.0
iscgem484526,6.04,1986-10-20T14:41:25Z,1986,26152426,1453599,10585,-28.035,-176.254,15.0
iscgem484793,6.45,1986-10-23T16:23:51Z,1986,26417772,1718945,12367,-11.122,165.57,25.0
iscgem484836,6.24,1986-10-24T05:53:18Z,1986,26466339,1767512,60857,-10.907,165.249,25.0
iscgem480644,6.6,1986-11-14T23:04:38Z,1986,28342619,1098150,25913,23.936,121.814,34.3
iscgem478889,6.05,1986-12-20T08:21:20Z,1986,31400021,1611523,74083,-28.275,-176.655,20.0
iscgem475758,6.14,1987-01-03T15:35:06Z,1987,1078378,303919,4821,-3.413,146.313,25.0
iscgem473843,6.37,1987-02-06T12:23:49Z,1987,4004501,686357,78666,37.046,141.824,38.0
iscgem471284,6.93,1987-03-05T10:55:14Z,1987,6331986,468275,22362,-24.57,-70.636,40.0
iscgem471335,6.4,1987-03-06T01:54:51Z,1987,6385963,522252,74632,0.069,-77.746,10.0
iscgem471357,6.05,1987-03-06T07:06:45Z,1987,6404677,540966,8786,-23.966,-70.083,41.7
iscgem471366,6.22,1987-03-06T09:39:56Z,1987,6413868,550157,17989,-24.055,-70.031,44.4
iscgem456817,6.79,1987-09-03T08:01:35Z,1987,22046367,849777,67052,-59.469,158.99,15.0
iscgem458251,6.12,1987-09-23T15:22:48Z,1987,23800840,44074,2472,-50.502,139.6,15.0
iscgem458561,6.05,1987-09-28T07:15:39Z,1987,24203611,446845,66509,-18.323,168.211,31.3
iscgem458580,6.53,1987-09-28T13:46:16Z,1987,24227048,470282,3520,-18.596,168.1,28.4
iscgem453653,6.04,1987-11-24T01:54:18Z,1987,29109130,242484,65483,33.088,-115.732,10.0
iscgem453966,6.16,1987-11-26T17:28:57Z,1987,29338009,471363,16898,-16.363,168.172,23.3
iscgem454322,6.17,1987-11-30T19:48:24Z,1987,29691976,825330,37072,58.339,-142.636,15.0
iscgem450051,6.21,1987-12-07T13:14:36Z,1987,30273148,1406502,1487,-13.559,167.549,33.6
iscgem448554,6.23,1988-01-22T00:36:00Z,1988,2645406,241824,34276,-19.758,133.82,10.0
iscgem448569,6.3,1988-01-22T03:57:27Z,1988,2657493,253911,46378,-19.82,133.883,10.0
iscgem444920,6.35,1988-02-05T18:49:32Z,1988,3920618,1517036,50813,-24.977,-70.664,30.7
iscgem442443,6.51,1988-03-06T23:14:38Z,1988,6528524,1581622,49394,57.688,-142.851,15.0
iscgem440564,6.16,1988-04-13T00:39:32Z,1988,9730418,2241432,71393,-17.35,-72.415,20.0
iscgem437099,6.1,1988-05-05T22:32:51Z,1988,11710017,1679571,53867,-26.765,-113.77,15.0
iscgem428569,6.06,1988-08-10T04:56:42Z,1988,20027448,2358220,56389,-10.164,160.782,35.0
iscgem428578,6.45,1988-08-10T06:38:43Z,1988,20033569,2364341,62530,-10.164,160.863,33.7
iscgem419869,6.85,1988-11-06T13:15:46Z,1988,27660592,2302026,71634,23.183,99.536,15.0
iscgem408732,6.01,1989-04-28T17:38:27Z,1989,11067034,1951545,1422,-4.342,101.316,25.0
iscgem405485,6.04,1989-05-23T17:11:45Z,1989,13225432,1574722,14077,-51.85,160.72,10.0
iscgem395553,6.08,1989-08-20T11:46:30Z,1989,20895517,1626054,52442,11.815,41.887,15.0
iscgem395587,6.07,1989-08-20T19:25:58Z,1989,20923085,1653622,80010,11.722,41.885,11.6
iscgem395619,6.42,1989-08-21T01:09:08Z,1989,20943675,1674212,14185,11.78,41.821,13.9
iscgem395632,6.07,1989-08-21T05:03:08Z,1989,20957715,1688252,28217,11.811,41.79,10.0
iscgem392672,6.17,1989-09-17T00:53:40Z,1989,23275547,1451348,15650,40.231,51.793,35.0
iscgem388931,6.18,1989-10-07T16:42:31Z,1989,25060478,672939,17139,51.196,-179.218,25.0
iscgem388937,6.09,1989-10-07T17:42:37Z,1989,25064084,676545,20771,51.144,-179.111,25.0
iscgem385567,6.26,1989-11-01T18:36:35Z,1989,27227322,270571,14963,39.674,143.204,29.1
iscgem383908,6.0,1989-12-15T18:53:36Z,1989,31029943,1501975,12010,8.407,126.643,15.0
iscgem377915,6.57,1990-02-08T07:47:00Z,1990,4184699,1081618,57952,9.703,124.719,25.0
iscgem376632,6.02,1990-03-25T13:16:07Z,1990,8092446,2434903,27404,9.744,-84.846,25.0
iscgem371589,6.18,1990-04-06T14:57:22Z,1990,9135321,932942,2884,15.229,147.675,22.1
iscgem372839,6.48,1990-04-18T18:33:02Z,1990,10185061,1982682,9896,1.291,122.975,25.0
iscgem372925,6.3,1990-04-19T12:40:41Z,1990,10250320,2047941,75274,1.182,123.473,30.0
iscgem373782,6.25,1990-04-26T09:37:13Z,1990,10844112,104985,58712,36.047,100.332,10.0
iscgem370208,6.48,1990-05-24T19:34:46Z,1990,13299165,28058,78153,5.365,31.946,15.0
iscgem370841,6.28,1990-05-31T00:17:49Z,1990,13834548,563441,7483,45.802,26.727,90.2
iscgem363102,6.05,1990-07-17T18:06:38Z,1990,17959477,2157122,7801,16.486,120.848,25.0
iscgem357328,6.22,1990-09-23T22:09:06Z,1990,23849225,422564,26633,33.216,138.699,15.0
iscgem347196,6.27,1990-12-13T03:01:49Z,1990,30778788,2224634,40107,23.876,121.659,10.0
iscgem347346,6.08,1990-12-13T23:28:07Z,1990,30852366,2298212,27317,23.929,121.792,15.0
iscgem347712,6.19,1990-12-17T11:00:32Z,1990,31153111,23931,19919,6.665,-82.141,20.0
iscgem345381,6.12,1991-01-25T17:38:39Z,1991,2989899,841740,10482,-2.115,139.014,25.7
iscgem341121,6.24,1991-02-09T16:30:35Z,1991,4281815,2133656,11260,-9.835,159.273,22.4
iscgem337861,6.1,1991-03-08T11:54:59Z,1991,6598079,1880597,83017,60.805,167.162,10.0
iscgem334372,6.38,1991-04-04T15:23:21Z,1991,8943381,1667571,36896,-6.097,-77.105,22.1
iscgem337015,6.08,1991-04-29T18:30:42Z,1991,11114622,1291985,77162,42.461,43.837,10.0
iscgem323067,6.27,1991-08-16T22:26:21Z,1991,20546361,590319,50667,41.718,-125.476,20.0
iscgem318623,6.28,1991-09-03T11:56:17Z,1991,22063757,2107715,15136,-18.023,-116.005,10.0
iscgem316516,6.57,1991-10-14T16:16:59Z,1991,25621799,585490,10293,-9.071,158.643,33.8
iscgem310435,6.43,1991-12-13T18:59:09Z,1991,30815529,658971,18312,45.574,151.515,25.0
iscgem310439,6.33,1991-12-13T19:55:09Z,1991,30818889,662331,21609,45.365,151.252,35.0
iscgem310440,6.27,1991-12-13T19:58:21Z,1991,30819081,662523,21826,45.33,151.356,25.0
iscgem311982,6.6,1991-12-28T00:52:13Z,1992,489514,1889755,83628,-56.13,-24.608,20.0
iscgem302322,6.01,1992-02-02T00:22:06Z,1992,3598107,2423551,34872,-51.913,139.777,10.0
iscgem296961,6.07,1992-04-23T14:18:37Z,1992,10646698,1761429,75276,22.47,98.996,10.0
iscgem297384,6.46,1992-04-26T07:41:43Z,1992,10882084,1996815,84266,40.378,-124.321,23.6
iscgem297404,6.61,1992-04-26T11:18:28Z,1992,10895089,2009820,10845,40.381,-124.432,25.7
iscgem291773,7.07,1992-05-17T09:49:19Z,1992,12704140,1267491,65753,7.369,126.644,25.0
iscgem289115,6.49,1992-06-28T15:05:33Z,1992,16351914,2372937,26301,34.196,-116.802,10.9
iscgem282581,6.37,1992-07-18T10:20:13Z,1992,18062794,1548131,71582,39.463,143.205,30.7
iscgem282613,6.05,1992-07-18T11:48:22Z,1992,18068083,1553420,76906,39.137,143.35,39.6
iscgem278027,6.6,1992-08-19T03:12:06Z,1992,20801907,1755416,29122,42.034,73.32,17.4
iscgem278028,6.55,1992-08-19T03:20:29Z,1992,20802410,1755919,29605,42.0,73.237,15.5
iscgem275293,6.06,1992-09-30T09:42:53Z,1992,24454154,342164,78638,51.106,-178.063,20.0
iscgem269197,6.41,1992-10-22T23:08:29Z,1992,26403290,2291300,40793,-29.831,-177.152,15.8
iscgem270731,6.21,1992-10-31T14:46:28Z,1992,27150769,497563,664,-2.291,141.151,25.6
iscgem252903,6.23,1993-01-15T11:06:02Z,1993,2146968,1938191,74595,42.927,144.307,96.6
iscgem241915,6.05,1993-03-06T05:50:04Z,1993,6448010,1097099,60334,-11.032,163.877,25.0
iscgem242320,6.18,1993-03-09T08:10:21Z,1993,6715627,1364716,23288,-60.008,-25.558,25.0
iscgem232502,6.01,1993-05-15T03:09:39Z,1993,12486385,1999240,74128,16.617,-98.548,20.0
iscgem228515,6.5,1993-06-18T17:57:49Z,1993,15477275,2433077,22220,-28.719,-176.872,15.9
iscgem228532,6.07,1993-06-18T19:34:38Z,1993,15483084,2438886,28125,-28.801,-176.471,20.0
iscgem219361,6.33,1993-07-12T14:45:05Z,1993,17539311,1947157,127,43.074,139.262,20.0
iscgem219383,6.1,1993-07-12T16:01:07Z,1993,17543873,1951719,4726,42.732,139.416,20.0
iscgem212905,6.29,1993-08-09T11:38:32Z,1993,19947318,1815270,58883,36.367,70.716,210.0
iscgem207187,6.02,1993-09-10T18:58:54Z,1993,22738540,2071837,46064,14.425,-92.795,30.0
iscgem202352,6.51,1993-10-13T03:07:32Z,1993,25532658,2332635,46344,-5.966,146.218,32.0
iscgem202380,6.01,1993-10-13T05:50:44Z,1993,25542450,2342427,56126,-6.112,146.176,31.5
iscgem192761,6.73,1993-12-09T11:38:29Z,1993,30488115,2210648,72097,0.62,125.785,17.2
iscgem195454,6.72,1993-12-29T08:00:54Z,1994,646506,1377240,69616,-20.184,169.845,20.0
iscgem195460,6.43,1993-12-29T08:39:44Z,1994,648836,1379570,71988,-20.05,170.019,20.0
iscgem185732,6.34,1994-02-16T06:48:58Z,1994,4875790,490744,65044,-20.017,168.775,14.6
iscgem185816,6.0,1994-02-16T22:03:11Z,1994,4930643,545597,33536,-20.307,168.94,11.6
iscgem186570,6.1,1994-02-23T08:02:07Z,1994,5484979,1099933,43469,30.824,60.593,11.4
iscgem181596,6.24,1994-03-14T04:30:10Z,1994,7113862,163533,10446,-1.173,-24.019,10.0
iscgem172914,6.08,1994-05-11T21:14:35Z,1994,12185327,101280,13979,-1.991,99.603,27.7
iscgem174342,6.12,1994-05-23T05:36:04Z,1994,13165816,1081769,49579,24.193,122.563,25.0
iscgem167328,6.35,1994-06-03T21:21:08Z,1994,14172920,2088873,17559,-10.609,112.883,20.0
iscgem169399,6.03,1994-06-15T09:22:58Z,1994,15166630,521790,61042,-10.221,113.601,20.0
iscgem164401,6.64,1994-07-13T03:13:20Z,1994,17563652,365762,51761,-16.742,167.339,27.4
iscgem160728,6.06,1994-08-18T04:45:24Z,1994,20679576,936016,53201,44.558,150.323,40.5
iscgem145030,6.18,1994-10-01T17:46:39Z,1994,24528051,2243634,17879,-17.783,167.834,33.2
iscgem145462,6.36,1994-10-04T13:42:50Z,1994,24772622,2488205,84725,43.687,147.313,35.0
iscgem145529,6.86,1994-10-04T16:06:23Z,1994,24781235,2496818,7099,43.371,147.986,30.0
iscgem147905,6.05,1994-10-09T08:07:05Z,1994,25184477,360717,64772,43.557,148.116,35.0
iscgem147917,6.34,1994-10-09T08:48:56Z,1994,25186988,363228,67289,43.819,148.141,35.0
iscgem137564,6.15,1994-12-28T20:52:27Z,1995,584984,2235504,23016,40.106,142.79,25.0
iscgem137612,6.22,1994-12-28T22:37:48Z,1995,591305,2241825,29557,40.331,143.707,20.0
iscgem123167,6.0,1995-01-07T02:36:08Z,1995,1383205,488430,43550,40.279,142.428,35.0
iscgem119337,6.23,1995-02-13T08:43:39Z,1995,4602056,1158955,62025,-1.261,127.526,20.8
iscgem119379,6.09,1995-02-13T12:29:56Z,1995,4615633,1172532,75564,-1.337,127.369,22.7
iscgem121028,6.07,1995-02-23T05:27:39Z,1995,5454296,2011195,54133,39.836,143.645,15.0
iscgem114474,6.1,1995-03-19T18:34:06Z,1995,7575083,1579579,12842,-4.332,134.987,18.6
iscgem108335,6.19,1995-04-08T01:20:08Z,1995,9241045,688291,49642,-15.258,-173.195,30.0
iscgem110145,6.85,1995-04-21T00:09:56Z,1995,10360033,1807279,30775,12.089,125.748,26.7
iscgem110153,6.81,1995-04-21T00:30:14Z,1995,10361251,1808497,31966,11.989,125.634,26.6
iscgem110249,6.81,1995-04-21T05:17:03Z,1995,10378460,1825706,49217,12.047,125.81,23.6
iscgem111529,6.14,1995-04-28T17:08:44Z,1995,11025961,2473207,10868,43.914,148.104,34.7
iscgem102170,6.21,1995-05-05T04:39:11Z,1995,11585788,471771,46796,12.586,125.191,25.0
iscgem104506,6.43,1995-05-17T11:23:52Z,1995,12646869,1532852,81857,-22.989,170.106,21.6
iscgem96094,6.06,1995-07-30T05:47:04Z,1995,19020261,225247,3911,-23.412,-70.472,40.0
iscgem96263,6.15,1995-07-30T21:05:49Z,1995,19075386,280372,59017,-23.334,-70.552,14.7
iscgem89174,6.01,1995-08-16T14:05:45Z,1995,20518982,1723968,1180,-5.148,153.482,30.0
iscgem89240,7.17,1995-08-16T23:10:28Z,1995,20551665,1756651,34077,-5.812,154.373,50.0
iscgem89258,6.36,1995-08-17T00:15:55Z,1995,20555592,1760578,37990,-5.934,154.314,35.0
iscgem89338,6.36,1995-08-17T10:01:30Z,1995,20590727,1795713,72910,-5.117,153.417,35.2
iscgem90506,6.17,1995-08-24T01:55:36Z,1995,21166373,2371359,41757,18.893,145.091,595.0
iscgem90535,6.09,1995-08-24T07:54:42Z,1995,21187919,2392905,63315,18.838,145.141,595.0
iscgem90536,6.15,1995-08-24T07:55:28Z,1995,21187965,2392951,63370,18.797,145.178,608.3
iscgem73404,6.43,1995-10-03T12:44:59Z,1995,24661336,762614,27211,-2.847,-77.867,20.0
iscgem76982,6.06,1995-10-15T15:04:10Z,1995,25706487,1807765,4973,-6.557,154.68,17.4
iscgem77978,6.05,1995-10-18T23:26:00Z,1995,25995797,2097075,29246,28.251,130.359,29.2
iscgem78028,6.29,1995-10-19T00:32:06Z,1995,25999763,2101041,33190,28.258,130.268,24.4
iscgem78117,6.73,1995-10-19T02:41:39Z,1995,26007536,2108814,40943,28.127,130.187,25.0
iscgem61071,6.35,1995-12-03T18:22:44Z,1995,29952001,959995,15791,44.469,150.116,40.7
iscgem61100,6.43,1995-12-03T19:15:42Z,1995,29955179,963173,18846,44.433,149.604,44.3
iscgem61115,6.45,1995-12-03T19:41:47Z,1995,29956744,964738,20589,44.542,150.342,38.6
iscgem61124,6.15,1995-12-03T19:54:19Z,1995,29957496,965490,21213,44.205,149.81,32.8
iscgem61180,6.48,1995-12-03T21:38:39Z,1995,29963756,971750,27586,44.634,150.281,35.1
iscgem62772,6.14,1995-12-10T22:48:09Z,1995,30572726,1580720,31627,44.169,149.744,30.6
iscgem62956,6.06,1995-12-11T19:44:10Z,1995,30648087,1656081,45702,18.517,-105.62,14.0
iscgem944869,6.0,1996-01-30T22:00:10Z,1996,3419002,896982,36417,-32.839,-178.306,15.0
iscgem947868,6.34,1996-02-17T08:17:16Z,1996,4924828,2402808,62772,-0.985,137.237,20.0
iscgem948139,6.51,1996-02-17T20:18:07Z,1996,4968079,2446059,19366,-0.843,136.165,20.0
iscgem948229,6.4,1996-02-18T02:12:18Z,1996,4989330,2467310,40743,-0.664,136.689,20.0
iscgem948231,6.36,1996-02-18T02:25:35Z,1996,4990127,2468107,41499,-1.28,136.517,15.0
iscgem951302,6.58,1996-03-03T14:55:13Z,1996,6244705,1178705,32889,11.674,-86.767,30.0
iscgem954605,6.1,1996-03-22T04:01:43Z,1996,7847095,235019,57437,51.137,178.893,25.0
iscgem961739,6.05,1996-05-01T09:21:25Z,1996,11322277,1161159,70869,-6.652,154.937,30.0
iscgem961905,6.02,1996-05-02T02:32:36Z,1996,11384148,1223030,46300,-6.575,154.768,30.0
iscgem967330,6.02,1996-06-03T08:15:40Z,1996,14169532,1456169,67528,-9.229,157.454,30.0
