usgs_id,ocean_class,dist_to_coast_km
iscgem600144227,transitional,69.4
iscgem14316424,continental,5.549
iscgem14357714,continental,14.745
iscgem14357697,transitional,58.902
iscgem14357679,transitional,106.559
iscgem14298343,transitional,89.871
iscgem14288592,transitional,51.343
iscgem14280694,oceanic,1895.749
iscgem17273149,continental,26.055
iscgem14286115,oceanic,207.61
iscgem14226222,continental,9.485
iscgem14226221,continental,15.018
iscgem14223208,continental,8.158
iscgem14286073,continental,39.371
iscgem16843157,continental,25.003
iscgem16883424,continental,23.208
iscgem16883419,oceanic,659.475
iscgem14287942,continental,14.556
iscgem16883396,continental,2.47
iscgem14214304,oceanic,293.419
iscgem16413855,transitional,73.566
iscgem14201187,transitional,95.215
iscgem14196435,continental,17.076
iscgem16413692,oceanic,213.21
iscgem16413687,oceanic,923.294
iscgem14226141,oceanic,242.833
iscgem16012975,continental,22.018
iscgem16012982,transitional,81.079
iscgem13979301,transitional,106.879
iscgem13979299,transitional,107.276
iscgem16012912,oceanic,344.428
iscgem13980832,continental,9.147
iscgem16012870,continental,37.49
iscgem13936810,oceanic,374.173
iscgem14398202,continental,21.006
iscgem13921941,continental,21.011
iscgem13921289,continental,1.904
iscgem13916676,oceanic,261.21
iscgem16012744,oceanic,233.388
iscgem15928623,continental,45.604
iscgem13895364,oceanic,1268.288
iscgem14167798,oceanic,359.856
iscgem13908894,transitional,51.866
iscgem15928545,oceanic,1288.088
iscgem13859068,continental,2.13
iscgem13908842,transitional,88.383
iscgem15928411,transitional,122.827
iscgem15928391,transitional,88.731
iscgem13850154,continental,47.215
iscgem14207059,transitional,70.117
iscgem14250505,transitional,68.727
iscgem13846238,oceanic,434.472
iscgem17141955,transitional,53.152
iscgem13908769,transitional,70.026
iscgem13908768,continental,47.119
iscgem13908762,transitional,51.389
iscgem13825958,continental,25.139
iscgem13825957,continental,27.877
iscgem17141789,continental,13.372
iscgem17141773,transitional,54.895
iscgem14092590,transitional,68.839
iscgem13908747,continental,10.18
iscgem13825950,oceanic,223.064
iscgem13894726,transitional,53.528
iscgem13802778,transitional,58.689
iscgem13801719,continental,29.186
iscgem13801688,continental,19.844
iscgem15162203,transitional,164.791
iscgem13794390,oceanic,230.895
iscgem13792744,transitional,167.323
iscgem13788745,oceanic,429.61
iscgem13783311,oceanic,353.433
iscgem15478060,continental,26.366
iscgem15161822,oceanic,213.191
iscgem15473786,continental,8.744
iscgem15161694,transitional,81.465
iscgem15161670,continental,27.296
iscgem15161579,transitional,147.647
iscgem15743678,oceanic,1636.33
iscgem15161414,transitional,113.053
iscgem13588037,oceanic,330.305
iscgem15160454,oceanic,363.361
iscgem13583512,transitional,92.471
iscgem13583494,transitional,85.859
iscgem15190157,continental,26.215
iscgem13568964,transitional,55.657
iscgem15742574,continental,13.34
iscgem15190110,continental,46.186
iscgem15159700,continental,44.103
iscgem15190095,transitional,128.573
iscgem15159266,continental,19.338
iscgem15190010,continental,48.109
iscgem13545654,continental,4.957
iscgem13545649,continental,24.927
iscgem15158993,continental,0.623
iscgem13537887,oceanic,1901.447
iscgem15157725,continental,37.836
iscgem15157724,continental,4.612
iscgem15084155,transitional,54.928
iscgem13545440,oceanic,266.575
iscgem13361366,transitional,151.437
iscgem13584660,transitional,157.405
iscgem15084037,continental,21.44
iscgem15083989,transitional,94.059
iscgem16718055,transitional,88.352
iscgem13197177,transitional,156.823
iscgem13469967,continental,26.379
iscgem14785462,oceanic,1753.445
iscgem13195092,continental,27.71
iscgem12920682,oceanic,228.125
iscgem13439868,continental,22.885
iscgem12867661,continental,41.087
iscgem15741854,oceanic,251.343
iscgem15154280,continental,13.955
iscgem13439457,oceanic,487.15
iscgem13439296,transitional,70.222
iscgem15153973,transitional,120.502
iscgem13438949,continental,27.161
iscgem13545964,continental,4.693
iscgem13438849,transitional,58.749
iscgem14413616,continental,26.162
iscgem12601058,transitional,97.544
iscgem13438642,continental,1.667
iscgem12742052,transitional,83.11
iscgem13438018,transitional,64.551
iscgem15153551,continental,41.176
iscgem15153508,continental,31.67
iscgem13437633,transitional,73.371
iscgem15153302,transitional,188.301
iscgem15153215,continental,9.607
iscgem11876229,oceanic,207.492
iscgem14269610,oceanic,210.3
iscgem11730856,transitional,167.348
iscgem14189641,oceanic,260.641
iscgem11677912,continental,2.277
iscgem12700271,continental,0.194
iscgem14189427,continental,1.26
iscgem13434474,continental,15.091
iscgem13989198,continental,12.128
iscgem13989201,continental,22.381
iscgem13433910,oceanic,299.826
iscgem12790413,oceanic,271.765
iscgem12790412,oceanic,275.181
iscgem13989162,transitional,111.688
iscgem13962368,oceanic,201.36
iscgem13989118,oceanic,241.062
iscgem13962308,transitional,63.194
iscgem13404641,continental,7.54
iscgem13404587,continental,3.87
iscgem13989020,continental,0.68
iscgem11526871,continental,10.257
iscgem13404580,oceanic,1271.781
iscgem13989025,continental,10.599
iscgem13814040,continental,6.294
iscgem13403461,transitional,145.668
iscgem13813917,continental,21.464
iscgem13813771,continental,1.434
iscgem13402310,oceanic,227.757
iscgem13402268,oceanic,1368.747
iscgem13402074,transitional,80.509
iscgem13401002,transitional,84.658
iscgem13400884,oceanic,741.137
iscgem12074512,transitional,124.726
iscgem11473211,oceanic,294.353
iscgem11473209,transitional,130.009
iscgem11473150,continental,33.068
iscgem11458361,continental,1.294
iscgem11453307,continental,28.93
iscgem11453303,continental,25.061
iscgem13399710,oceanic,1625.196
iscgem12072708,continental,24.614
iscgem13399479,continental,11.172
iscgem11392454,continental,5.621
iscgem13399012,transitional,53.15
iscgem11379118,oceanic,1955.871
iscgem11378619,oceanic,552.664
iscgem13398457,oceanic,558.017
iscgem11374829,transitional,109.546
iscgem11362170,transitional,103.21
iscgem11360973,transitional,79.754
iscgem11360248,transitional,114.633
iscgem13397283,continental,35.403
iscgem11346104,oceanic,520.775
iscgem13396673,transitional,66.39
iscgem13396168,oceanic,686.486
iscgem13396080,oceanic,1620.675
iscgem13396075,oceanic,1615.598
iscgem11330126,transitional,122.524
iscgem13395461,transitional,75.232
iscgem12952175,transitional,195.315
iscgem12952091,oceanic,1667.172
iscgem14099109,continental,42.776
iscgem12952001,continental,28.052
iscgem13393977,oceanic,1225.312
iscgem13393964,continental,6.881
iscgem12951941,continental,27.969
iscgem12951953,continental,36.851
iscgem12951880,oceanic,734.333
iscgem13392935,continental,24.077
iscgem11222419,oceanic,960.608
iscgem11653113,oceanic,937.205
iscgem13392704,oceanic,1741.215
iscgem11208051,oceanic,479.7
iscgem11207986,oceanic,1042.612
iscgem11184393,oceanic,288.24
iscgem13392265,oceanic,672.228
iscgem12099881,oceanic,863.208
iscgem13391318,transitional,62.752
iscgem11160944,oceanic,729.38
iscgem11160926,oceanic,718.986
iscgem13390864,transitional,54.291
iscgem11153647,continental,46.669
iscgem13389912,continental,38.802
iscgem12951442,transitional,126.484
iscgem12951470,transitional,126.312
iscgem13389567,transitional,136.34
iscgem13389545,transitional,111.308
iscgem13389231,continental,2.457
iscgem12951262,transitional,70.26
iscgem12951128,transitional,87.88
iscgem12951048,transitional,188.293
iscgem13379235,oceanic,318.265
iscgem13378936,oceanic,248.135
iscgem13378775,transitional,67.259
iscgem11121070,transitional,56.36
iscgem12921545,transitional,153.58
iscgem13378356,oceanic,404.167
iscgem12921148,oceanic,1037.844
iscgem13377361,transitional,64.309
iscgem13231364,continental,18.939
iscgem12950248,oceanic,1090.739
iscgem12950140,continental,23.689
iscgem12950144,continental,2.85
iscgem12950053,oceanic,758.904
iscgem10955772,continental,48.931
iscgem12950033,oceanic,377.887
iscgem13230288,continental,0.528
iscgem12949752,oceanic,1221.721
iscgem12949668,oceanic,944.08
iscgem13229154,continental,43.766
iscgem13229035,continental,27.395
iscgem12893949,oceanic,1137.958
iscgem13228121,oceanic,1124.389
iscgem13376526,transitional,171.426
iscgem13227641,transitional,82.038
iscgem13227636,transitional,94.61
iscgem13227629,transitional,85.179
iscgem12948790,continental,5.378
iscgem12948710,transitional,69.376
iscgem12948712,continental,33.599
iscgem13226649,transitional,80.428
iscgem13226093,oceanic,678.73
iscgem13376158,transitional,87.156
iscgem12942553,continental,11.349
iscgem13225416,continental,9.871
iscgem13225187,continental,19.647
iscgem11476373,transitional,105.696
iscgem13225160,continental,31.879
iscgem13225108,transitional,50.167
iscgem12942494,continental,46.917
iscgem13224811,transitional,95.335
iscgem12942470,transitional,94.121
iscgem10825615,transitional,68.521
iscgem10869573,transitional,82.823
iscgem12942456,transitional,64.327
iscgem13376060,transitional,82.47
iscgem13376059,transitional,77.506
iscgem13499482,continental,43.905
iscgem13495922,transitional,107.737
iscgem13494554,continental,33.004
iscgem13493106,oceanic,1580.793
iscgem13493073,oceanic,1575.901
iscgem13492846,transitional,81.416
iscgem13491250,transitional,57.787
iscgem13489333,transitional,127.458
iscgem13487918,oceanic,248.421
iscgem13487124,continental,11.147
iscgem13487101,continental,30.305
iscgem13487093,continental,11.589
iscgem13479981,transitional,105.206
iscgem13479780,transitional,116.156
iscgem13479583,continental,14.23
iscgem13214993,continental,37.748
iscgem12942346,continental,1.409
iscgem12942348,continental,5.27
iscgem12942353,continental,1.84
iscgem12942339,continental,8.876
iscgem13214727,transitional,180.057
iscgem12942319,oceanic,662.443
iscgem13214489,continental,33.713
iscgem14234534,continental,44.178
iscgem13214445,continental,6.296
iscgem12942278,transitional,160.554
iscgem13214085,continental,39.035
iscgem13214081,continental,18.291
iscgem12942249,continental,4.552
iscgem13213960,continental,7.297
iscgem13213865,transitional,170.194
iscgem12942214,oceanic,1259.242
iscgem12942184,continental,1.001
iscgem12942168,transitional,101.639
iscgem13344908,continental,29.235
iscgem13339674,continental,2.672
iscgem13339443,continental,25.465
iscgem13339366,transitional,53.657
iscgem13338456,transitional,108.534
iscgem13335302,transitional,152.454
iscgem13331448,oceanic,251.813
iscgem13331097,transitional,55.617
iscgem13330871,oceanic,1099.553
iscgem13328769,continental,3.47
iscgem13328213,transitional,94.877
iscgem13328177,transitional,81.179
iscgem13327304,continental,29.23
iscgem13325514,continental,8.346
iscgem13298384,transitional,62.649
iscgem13297415,continental,45.368
iscgem13295181,continental,12.763
iscgem13295009,continental,41.841
iscgem13294187,continental,7.608
iscgem13293317,continental,15.391
iscgem13292680,continental,8.832
iscgem13292587,continental,13.833
iscgem13292574,continental,24.242
iscgem13290563,continental,17.077
iscgem13289977,continental,45.983
iscgem13289937,continental,6.238
iscgem13288904,continental,2.04
iscgem13288880,transitional,128.78
iscgem13288629,continental,6.132
iscgem13285723,oceanic,359.006
iscgem13276920,continental,14.625
iscgem13276453,oceanic,1361.677
iscgem13275353,continental,21.275
iscgem13274204,continental,6.067
iscgem13274061,continental,0.08
iscgem13271695,continental,7.791
iscgem13270644,continental,15.993
iscgem13270459,continental,2.807
iscgem13269419,continental,46.462
iscgem13268843,oceanic,409.519
iscgem13267208,oceanic,208.515
iscgem13266840,continental,9.395
iscgem13266835,continental,14.301
iscgem13266211,continental,2.02
iscgem13266131,continental,27.578
iscgem13263205,oceanic,336.123
iscgem13258200,oceanic,2003.416
iscgem13253649,continental,38.002
iscgem13253340,continental,25.033
iscgem13249375,transitional,186.908
iscgem13248884,transitional,91.889
iscgem13243585,oceanic,477.058
iscgem13242885,continental,0.778
iscgem13242662,continental,2.313
iscgem13241434,transitional,119.693
iscgem13236565,transitional,145.344
iscgem13235686,oceanic,522.481
iscgem13235119,oceanic,317.082
iscgem13233813,continental,44.166
iscgem13233807,continental,40.536
iscgem13204359,transitional,199.245
iscgem13204347,transitional,196.555
iscgem12975428,oceanic,320.088
iscgem13204251,oceanic,274.507
iscgem12973912,transitional,113.815
iscgem12973964,transitional,124.778
iscgem12972650,transitional,123.824
iscgem12972261,continental,17.107
iscgem12972003,transitional,62.07
iscgem13204071,oceanic,262.85
iscgem12968123,continental,45.334
iscgem12964240,transitional,132.364
iscgem12964246,transitional,106.866
iscgem12963014,continental,32.744
iscgem13203381,continental,1.434
iscgem12963412,continental,6.325
iscgem13203378,continental,41.618
iscgem13203372,continental,10.317
iscgem13203366,continental,30.788
iscgem12961988,continental,18.44
iscgem13203327,continental,7.815
iscgem13203322,transitional,100.407
iscgem12961035,continental,24.475
iscgem13203024,transitional,50.4
iscgem13202854,continental,3.827
iscgem12955967,transitional,94.383
iscgem12955969,transitional,92.883
iscgem12955897,transitional,82.499
iscgem12954751,transitional,54.222
iscgem12814009,transitional,135.87
iscgem12808963,oceanic,1205.282
iscgem12809478,transitional,119.918
iscgem12807984,continental,1.446
iscgem12806956,transitional,88.932
iscgem12806116,continental,26.014
iscgem12806461,continental,0.437
iscgem12804735,continental,39.722
iscgem12805315,transitional,150.224
iscgem12803180,oceanic,706.085
iscgem12802528,continental,26.925
iscgem12799858,continental,16.681
iscgem12796415,oceanic,1615.199
iscgem13199711,continental,48.526
iscgem13199707,continental,18.227
iscgem13199686,continental,20.003
iscgem12784036,oceanic,946.671
iscgem13199406,transitional,186.369
iscgem12779320,transitional,69.91
iscgem13199000,oceanic,441.915
iscgem13198989,oceanic,758.133
iscgem13198736,oceanic,332.0
iscgem13198706,oceanic,337.171
iscgem12770722,transitional,122.301
iscgem12769769,continental,4.901
iscgem12769421,transitional,74.308
iscgem13198585,transitional,52.02
iscgem13198448,oceanic,477.764
iscgem13198132,continental,46.367
iscgem13197982,transitional,98.746
iscgem12690007,transitional,109.621
iscgem12688912,oceanic,268.388
iscgem12686821,oceanic,423.843
iscgem12682484,transitional,75.467
iscgem12679447,continental,30.29
iscgem12673835,transitional,123.123
iscgem12670637,oceanic,612.432
iscgem12666624,transitional,57.572
iscgem12665492,continental,17.178
iscgem12665284,continental,23.443
iscgem12656539,oceanic,526.722
iscgem12650008,oceanic,437.405
iscgem12649609,transitional,50.93
iscgem12649562,transitional,54.415
iscgem12648342,oceanic,1443.676
iscgem12647711,oceanic,714.681
iscgem11937032,continental,21.459
iscgem11936400,oceanic,393.29
iscgem11934169,continental,48.757
iscgem11931187,continental,20.385
iscgem11931165,continental,46.199
iscgem11930835,continental,44.437
iscgem11929688,transitional,75.544
iscgem11929614,transitional,77.46
iscgem11926964,oceanic,750.063
iscgem11924527,oceanic,874.759
iscgem11918383,continental,8.067
iscgem11918258,transitional,55.564
iscgem11916172,transitional,53.929
iscgem11915454,transitional,93.324
iscgem11915447,transitional,102.328
iscgem11915256,continental,3.639
iscgem11914816,transitional,95.305
iscgem11914410,transitional,60.029
iscgem11914086,oceanic,1271.259
iscgem11913856,continental,7.156
iscgem11913322,continental,7.112
iscgem11913266,continental,33.759
iscgem11912922,continental,5.474
iscgem11912698,continental,40.948
iscgem11912538,continental,9.806
iscgem11912531,continental,25.863
iscgem11912496,continental,14.099
iscgem11912493,transitional,95.958
iscgem11912481,continental,8.38
iscgem11710212,oceanic,1923.782
iscgem11703330,transitional,69.784
iscgem11703278,continental,2.537
iscgem11703271,transitional,52.726
iscgem11698910,transitional,110.503
iscgem11698818,transitional,113.528
iscgem11698699,continental,10.148
iscgem11693238,continental,38.955
iscgem11692767,oceanic,809.793
iscgem11692603,transitional,58.78
iscgem11691369,continental,38.126
iscgem11691339,continental,41.886
iscgem11512052,transitional,147.505
iscgem11508843,transitional,58.869
iscgem11506238,continental,33.989
iscgem11501244,continental,29.151
iscgem11496492,oceanic,1942.182
iscgem11496486,transitional,86.607
iscgem10398982,continental,43.503
iscgem10398250,transitional,58.498
iscgem10398203,oceanic,805.69
iscgem10395011,transitional,53.976
iscgem10391652,continental,25.465
iscgem10391623,transitional,60.512
iscgem10391634,continental,20.396
iscgem10389950,transitional,172.876
iscgem10388529,oceanic,535.079
iscgem10385751,oceanic,202.926
iscgem10384171,continental,9.999
iscgem10381889,transitional,73.724
iscgem10382146,oceanic,1318.165
iscgem10382152,transitional,67.886
iscgem9140387,transitional,133.801
iscgem11123580,continental,28.465
iscgem9140227,transitional,69.289
iscgem11123555,continental,9.793
iscgem11123554,continental,16.741
iscgem9140045,continental,1.575
iscgem11123392,transitional,54.674
iscgem11123316,transitional,191.374
iscgem9084388,continental,3.292
iscgem9084372,continental,14.682
iscgem8972213,oceanic,2188.229
iscgem8972187,continental,1.464
iscgem8956753,oceanic,1536.672
iscgem11122831,continental,22.437
iscgem9682241,oceanic,1063.217
iscgem11122581,transitional,170.166
iscgem8943676,transitional,190.918
iscgem11122458,continental,25.04
iscgem9235276,transitional,104.434
iscgem8943641,transitional,100.183
iscgem11122440,transitional,52.76
iscgem8943605,oceanic,714.29
iscgem11122426,continental,22.934
iscgem11122356,transitional,58.726
iscgem11122227,transitional,129.135
iscgem8823430,oceanic,1705.575
iscgem8823283,continental,38.278
iscgem11122166,continental,18.651
iscgem8823127,continental,16.387
iscgem11122135,continental,19.163
iscgem11122134,continental,9.942
iscgem11122081,continental,20.88
iscgem11122007,transitional,151.432
iscgem8768189,continental,6.418
iscgem11121854,transitional,113.028
iscgem11121805,transitional,120.192
iscgem11121781,continental,9.168
iscgem11121755,oceanic,200.985
iscgem8715487,oceanic,426.446
iscgem11121568,continental,24.442
iscgem11121472,continental,47.42
iscgem11121380,continental,3.487
iscgem11121378,continental,5.139
iscgem10700054,oceanic,359.099
iscgem10700051,continental,22.298
iscgem10699978,oceanic,424.508
iscgem8589169,transitional,85.474
iscgem10699844,continental,3.111
iscgem8584397,transitional,95.72
iscgem8568266,continental,36.155
iscgem8556419,continental,29.733
iscgem10699494,continental,0.994
iscgem10699490,continental,11.295
iscgem10699453,transitional,174.475
iscgem8518628,oceanic,234.414
iscgem10699442,transitional,185.807
iscgem10699429,transitional,98.299
iscgem10699328,continental,9.629
iscgem10699300,transitional,77.189
iscgem8496030,transitional,126.212
iscgem8496015,continental,13.909
iscgem10699117,continental,14.215
iscgem8495940,continental,22.887
iscgem10699035,transitional,131.867
iscgem10698913,continental,16.342
iscgem8463899,continental,24.488
iscgem10698845,continental,43.209
iscgem10698778,transitional,137.06
iscgem8854967,transitional,98.489
iscgem8358550,continental,18.904
iscgem8358516,continental,2.636
iscgem8344336,transitional,94.625
iscgem8344334,transitional,93.483
iscgem8344332,continental,33.696
iscgem8344309,oceanic,485.566
iscgem8344276,transitional,83.322
iscgem8339067,transitional,90.647
iscgem10698463,oceanic,293.55
iscgem10698345,continental,43.288
iscgem8321592,transitional,134.504
iscgem10698260,transitional,83.149
iscgem10698255,continental,17.621
iscgem8321414,continental,5.838
iscgem10698202,continental,17.438
iscgem10698191,continental,30.028
iscgem10698170,continental,3.252
iscgem8321171,oceanic,751.466
iscgem8321157,continental,4.941
iscgem10697979,transitional,82.741
iscgem10697957,continental,0.515
iscgem10697895,continental,44.96
iscgem10697894,continental,49.606
iscgem8320804,oceanic,271.461
iscgem10697826,transitional,68.977
iscgem8320618,transitional,63.379
iscgem10697693,continental,46.98
iscgem8228906,transitional,53.91
iscgem10697446,continental,9.279
iscgem10614687,continental,29.291
iscgem10614459,transitional,124.833
iscgem10614039,oceanic,339.453
iscgem10609628,continental,3.723
iscgem10603426,continental,1.542
iscgem10598850,continental,26.283
iscgem10598562,transitional,168.386
iscgem10597729,transitional,64.29
iscgem8193301,transitional,104.858
iscgem8106656,oceanic,342.801
iscgem8106597,continental,27.229
iscgem8096190,transitional,121.152
iscgem8096170,transitional,156.356
iscgem8096085,continental,6.974
iscgem8083801,transitional,132.873
iscgem8079812,continental,17.237
iscgem8079750,continental,18.146
iscgem8079410,continental,36.585
iscgem8079159,continental,0.764
iscgem8037834,continental,9.611
iscgem8037829,continental,49.454
iscgem8035962,continental,35.067
iscgem8012175,continental,30.304
iscgem8029835,transitional,103.409
iscgem7997776,transitional,54.482
iscgem8029697,continental,20.179
iscgem7997740,oceanic,340.102
iscgem7997663,continental,49.733
iscgem7997247,oceanic,249.904
iscgem7997174,oceanic,2120.968
iscgem7997108,transitional,77.554
iscgem7997044,oceanic,275.579
iscgem7952558,continental,38.758
iscgem8317070,transitional,102.83
iscgem7996705,oceanic,1280.221
iscgem7788836,transitional,116.406
iscgem7785815,continental,3.28
iscgem7785798,transitional,106.93
iscgem7781195,oceanic,997.481
iscgem7781135,transitional,57.65
iscgem7773521,continental,21.769
iscgem7750284,transitional,58.317
iscgem7750259,continental,26.916
iscgem7773124,transitional,57.791
iscgem8094565,continental,15.048
iscgem7750086,oceanic,247.284
iscgem7720514,oceanic,285.707
iscgem7706619,transitional,96.03
iscgem7704862,oceanic,1747.935
iscgem7704172,continental,23.349
iscgem9055659,continental,47.98
iscgem7703885,transitional,126.739
iscgem7703182,oceanic,1203.052
iscgem7703077,oceanic,1203.797
iscgem7702406,continental,5.618
iscgem7702381,continental,12.075
iscgem7951634,oceanic,394.527
iscgem7701931,continental,34.978
iscgem7554011,continental,29.618
iscgem7519857,continental,42.467
iscgem7519741,oceanic,2012.927
iscgem7553205,transitional,80.092
iscgem7553130,transitional,120.032
iscgem7552925,transitional,127.601
iscgem7396432,continental,42.083
iscgem8310995,oceanic,203.256
iscgem7396318,transitional,77.74
iscgem7396314,transitional,97.402
iscgem7396188,oceanic,314.553
iscgem8027648,continental,32.603
iscgem7669511,oceanic,667.621
iscgem7364938,transitional,109.981
iscgem7363528,oceanic,1343.95
iscgem7363050,continental,20.528
iscgem8526618,oceanic,612.686
iscgem7362817,continental,31.119
iscgem7550700,oceanic,243.018
iscgem7143937,transitional,196.443
iscgem7143831,oceanic,427.419
iscgem7143806,continental,17.45
iscgem7143782,transitional,154.122
iscgem7143731,continental,19.456
iscgem7143508,transitional,106.6
iscgem7143403,continental,28.54
iscgem7142381,continental,6.996
iscgem7141376,continental,40.527
iscgem7141220,oceanic,354.221
iscgem7381720,continental,45.069
iscgem7381445,continental,13.124
iscgem7381346,transitional,133.247
iscgem7381332,transitional,91.136
iscgem7381041,oceanic,396.918
iscgem7380672,continental,43.599
iscgem7380239,oceanic,1866.706
iscgem8458289,transitional,121.303
iscgem7378999,transitional,166.751
iscgem7495307,continental,11.289
iscgem7492995,continental,39.311
iscgem7491956,oceanic,206.792
iscgem7491914,transitional,124.848
iscgem7491854,continental,6.262
iscgem7491672,continental,47.503
iscgem8301884,continental,22.615
iscgem7491471,continental,31.683
iscgem7491464,continental,28.426
iscgem7491461,continental,41.401
iscgem7490954,transitional,73.41
iscgem7490848,oceanic,988.338
iscgem7489453,continental,16.291
iscgem7489435,continental,34.296
iscgem7489263,transitional,98.612
iscgem7487542,transitional,137.388
iscgem7487375,oceanic,210.315
iscgem7487336,continental,35.705
iscgem7486249,continental,8.89
iscgem8295759,continental,8.153
iscgem7486125,continental,13.608
iscgem7486110,continental,1.232
iscgem7485389,continental,39.4
iscgem7483546,oceanic,701.361
iscgem7483534,oceanic,711.732
iscgem7483150,continental,8.024
iscgem7483038,transitional,150.22
iscgem7483010,transitional,75.982
iscgem7482217,transitional,98.51
iscgem7738912,oceanic,416.436
iscgem7738863,transitional,90.471
iscgem7736896,continental,33.189
iscgem7475256,continental,13.217
iscgem8007175,oceanic,393.181
iscgem7473248,continental,26.041
iscgem7472724,oceanic,420.315
iscgem7472309,continental,34.713
iscgem7472126,oceanic,2043.525
iscgem7471308,transitional,192.647
iscgem7471112,oceanic,203.143
iscgem7470814,continental,25.128
iscgem7470671,continental,11.588
iscgem7470115,transitional,130.025
iscgem7470002,continental,45.653
iscgem7469071,continental,46.765
iscgem7464039,continental,7.404
iscgem7463832,transitional,103.005
iscgem7463704,continental,39.654
iscgem7463502,continental,36.061
iscgem7462568,transitional,171.212
iscgem7462425,continental,5.404
iscgem7462200,transitional,142.802
iscgem7462055,transitional,139.754
iscgem7461932,oceanic,368.031
iscgem7461455,continental,1.582
iscgem7460904,oceanic,928.171
iscgem7458910,oceanic,280.779
iscgem7458736,transitional,126.643
iscgem7458484,transitional,50.334
iscgem7458338,oceanic,250.168
iscgem7457711,transitional,114.051
iscgem7456764,continental,48.327
iscgem7456678,continental,49.608
iscgem7455416,transitional,60.122
iscgem7454678,transitional,175.798
iscgem7454397,transitional,80.057
iscgem7454132,continental,5.516
iscgem7454104,transitional,104.605
iscgem7454068,continental,4.787
iscgem7454048,continental,36.173
iscgem7453977,transitional,57.899
iscgem7453733,continental,13.108
iscgem7453711,transitional,50.87
iscgem7453532,transitional,69.695
iscgem7453296,continental,13.025
iscgem7453207,transitional,64.655
iscgem7453165,transitional,87.811
iscgem7453162,continental,31.151
iscgem7453151,continental,46.428
iscgem7451126,oceanic,335.498
iscgem7450928,oceanic,1930.312
iscgem7449580,transitional,116.178
iscgem7448625,continental,39.65
iscgem7446259,transitional,53.471
iscgem7446220,continental,17.27
iscgem7443145,continental,6.199
iscgem7442953,continental,30.46
iscgem7442878,oceanic,441.058
iscgem7441772,continental,30.54
iscgem7440391,transitional,138.971
iscgem7439677,continental,20.759
iscgem7439387,continental,47.577
iscgem7439089,continental,13.872
iscgem8033671,continental,47.723
iscgem7437090,continental,4.919
iscgem7436588,continental,16.856
iscgem7434937,oceanic,726.165
iscgem7434726,continental,7.81
iscgem7434650,continental,5.509
iscgem7434530,continental,37.231
iscgem7434511,transitional,53.438
iscgem7434348,transitional,78.635
iscgem7433579,transitional,160.909
iscgem7432797,transitional,55.776
iscgem7431890,transitional,81.021
iscgem7429390,transitional,120.38
iscgem7422395,transitional,113.704
iscgem7421091,continental,38.429
iscgem7903322,continental,35.695
iscgem7421058,continental,28.956
iscgem7420232,transitional,61.077
iscgem7418598,continental,20.713
iscgem7417181,continental,35.145
iscgem7416591,continental,12.089
iscgem7416470,continental,2.259
iscgem7415931,continental,39.569
iscgem7406017,oceanic,909.948
iscgem7403278,continental,23.57
iscgem7400658,transitional,56.249
iscgem7961458,transitional,128.501
iscgem7399276,oceanic,507.837
iscgem7399067,transitional,127.133
iscgem7398831,transitional,136.3
iscgem7398408,transitional,114.513
iscgem7398386,transitional,116.044
iscgem7398298,transitional,96.5
iscgem7397657,transitional,84.462
iscgem7393947,transitional,150.584
iscgem7376633,continental,2.199
iscgem7375830,transitional,54.853
iscgem7374645,transitional,62.851
iscgem7373570,continental,21.361
iscgem7372675,oceanic,687.362
iscgem7371822,continental,38.458
iscgem7370474,oceanic,478.572
iscgem7370445,oceanic,1000.93
iscgem7369081,continental,44.25
iscgem7366429,transitional,190.936
iscgem7362512,continental,5.806
iscgem7361836,transitional,129.126
iscgem7361494,transitional,55.794
iscgem7360196,transitional,59.065
iscgem7355074,transitional,106.421
iscgem7354801,oceanic,1015.04
iscgem7354797,oceanic,1009.137
iscgem7352070,oceanic,416.218
iscgem7349893,transitional,148.446
iscgem7349375,continental,33.51
iscgem7345146,continental,4.338
iscgem7342515,transitional,65.808
iscgem7341636,continental,21.543
iscgem7339939,transitional,195.757
iscgem7338397,continental,18.415
iscgem7335933,continental,25.46
iscgem7335460,continental,15.228
iscgem7333588,transitional,86.811
iscgem7330550,continental,32.82
iscgem7329650,continental,45.241
iscgem7328859,continental,14.505
iscgem7328682,transitional,144.97
iscgem7327990,continental,42.191
iscgem7327434,oceanic,1297.235
iscgem7326490,oceanic,1289.516
iscgem7313266,transitional,172.13
iscgem7312067,oceanic,458.362
iscgem7307136,oceanic,329.26
iscgem7306378,oceanic,1081.483
iscgem7301953,transitional,60.887
iscgem7255894,oceanic,363.955
iscgem7254476,continental,2.822
iscgem7254290,transitional,104.189
iscgem7253534,oceanic,644.389
iscgem7249010,continental,44.944
iscgem7248600,continental,22.704
iscgem7248533,continental,17.357
iscgem7248018,continental,31.691
iscgem7247563,continental,10.697
iscgem7244090,oceanic,2442.327
iscgem7243901,continental,19.576
iscgem7241389,transitional,94.591
iscgem7235435,oceanic,1184.21
iscgem7234355,transitional,59.754
iscgem7231743,transitional,67.875
iscgem7231587,oceanic,1073.077
iscgem7230641,continental,5.957
iscgem7225668,oceanic,209.499
iscgem7225647,oceanic,202.128
iscgem7225282,transitional,183.361
iscgem7225274,transitional,192.894
iscgem7224009,continental,3.509
